Sno,Date,Time,State/UnionTerritory,ConfirmedIndianNational,ConfirmedForeignNational,Total/day,Total_Confirmed,Cured,Deaths,Active/Day,Confirmed_Active
688,6/4/2020,6:00 PM,Gujarat,107,101,208,50034,22,12,174,47686
689,6/4/2020,6:00 PM,Haryana,183,23,206,50240,25,1,180,47866
690,6/4/2020,6:00 PM,Himachal Pradesh,26,146,172,50412,2,1,169,48035
691,6/4/2020,6:00 PM,Jammu and Kashmir,71,77,148,50560,4,2,142,48177
692,6/4/2020,6:00 PM,Jharkhand,22,103,125,50685,0,0,125,48302
693,6/4/2020,6:00 PM,Karnataka,142,137,279,50964,12,4,263,48565
694,6/4/2020,6:00 PM,Kerala,52,46,98,51062,55,2,41,48606
695,6/4/2020,6:00 PM,Ladakh,22,136,158,51220,10,0,148,48754
696,6/4/2020,6:00 PM,Madhya Pradesh,88,24,112,51332,0,9,103,48857
697,6/4/2020,6:00 PM,Maharashtra,108,92,200,51532,56,45,99,48956
698,6/4/2020,6:00 PM,Manipur,97,68,165,51697,0,0,165,49121
699,6/4/2020,6:00 PM,Mizoram,31,141,172,51869,0,0,172,49293
700,6/4/2020,6:00 PM,Odisha,185,111,296,52165,2,0,294,49587
701,6/4/2020,6:00 PM,Puducherry,144,116,260,52425,1,0,259,49846
702,6/4/2020,6:00 PM,Punjab,31,134,165,52590,4,6,155,50001
703,6/4/2020,6:00 PM,Rajasthan,96,133,229,52819,21,0,208,50209
704,6/4/2020,6:00 PM,Tamil Nadu,127,23,150,52969,8,5,137,50346
705,6/4/2020,6:00 PM,Telengana,146,69,215,53184,34,7,174,50520
706,6/4/2020,6:00 PM,Uttarakhand,27,146,173,53357,4,0,169,50689
707,6/4/2020,6:00 PM,Uttar Pradesh,41,88,129,53486,21,3,105,50794
708,6/4/2020,6:00 PM,West Bengal,96,55,151,53637,10,3,138,50932
709,7/4/2020,6:00 PM,Andhra Pradesh,96,147,243,53880,1,3,239,51171
710,7/4/2020,6:00 PM,Andaman and Nicobar Islands,23,122,145,54025,0,0,145,51316
711,7/4/2020,6:00 PM,Arunachal Pradesh,159,23,182,54207,0,0,182,51498
712,7/4/2020,6:00 PM,Assam,48,90,138,54345,0,0,138,51636
713,7/4/2020,6:00 PM,Bihar,92,48,140,54485,0,1,139,51775
714,7/4/2020,6:00 PM,Chandigarh,91,85,176,54661,7,0,169,51944
715,7/4/2020,6:00 PM,Chhattisgarh,106,148,254,54915,9,0,245,52189
716,7/4/2020,6:00 PM,Delhi,83,69,152,55067,21,7,124,52313
717,7/4/2020,6:00 PM,Goa,91,116,207,55274,0,0,207,52520
718,7/4/2020,6:00 PM,Gujarat,74,118,192,55466,25,13,154,52674
719,7/4/2020,6:00 PM,Haryana,30,105,135,55601,25,1,109,52783
720,7/4/2020,6:00 PM,Himachal Pradesh,176,86,262,55863,2,1,259,53042
721,7/4/2020,6:00 PM,Jammu and Kashmir,163,56,219,56082,4,2,213,53255
722,7/4/2020,6:00 PM,Jharkhand,109,138,247,56329,0,0,247,53502
723,7/4/2020,6:00 PM,Karnataka,197,148,345,56674,25,4,316,53818
724,7/4/2020,6:00 PM,Kerala,160,97,257,56931,58,2,197,54015
725,7/4/2020,6:00 PM,Ladakh,77,18,95,57026,10,0,85,54100
726,7/4/2020,6:00 PM,Madhya Pradesh,82,82,164,57190,0,13,151,54251
727,7/4/2020,6:00 PM,Maharashtra,130,9,139,57329,56,48,35,54286
728,7/4/2020,6:00 PM,Manipur,173,118,291,57620,0,0,291,54577
729,7/4/2020,6:00 PM,Mizoram,164,103,267,57887,0,0,267,54844
730,7/4/2020,6:00 PM,Odisha,89,46,135,58022,2,1,132,54976
731,7/4/2020,6:00 PM,Puducherry,197,67,264,58286,1,0,263,55239
732,7/4/2020,6:00 PM,Punjab,107,90,197,58483,4,7,186,55425
733,7/4/2020,6:00 PM,Rajasthan,101,20,121,58604,21,3,97,55522
734,7/4/2020,6:00 PM,Tamil Nadu,77,116,193,58797,8,5,180,55702
735,7/4/2020,6:00 PM,Telengana,49,21,70,58867,35,7,28,55730
736,7/4/2020,6:00 PM,Tripura,137,77,214,59081,0,0,214,55944
737,7/4/2020,6:00 PM,Uttarakhand,130,71,201,59282,5,0,196,56140
738,7/4/2020,6:00 PM,Uttar Pradesh,120,77,197,59479,21,3,173,56313
739,7/4/2020,6:00 PM,West Bengal,23,61,84,59563,13,3,68,56381
740,8/4/2020,5:00 PM,Andhra Pradesh,23,34,57,59620,5,4,48,56429
741,8/4/2020,5:00 PM,Andaman and Nicobar Islands,40,29,69,59689,0,0,69,56498
742,8/4/2020,5:00 PM,Arunachal Pradesh,129,93,222,59911,0,0,222,56720
743,8/4/2020,5:00 PM,Assam,38,15,53,59964,0,0,53,56773
744,8/4/2020,5:00 PM,Bihar,44,99,143,60107,0,1,142,56915
745,8/4/2020,5:00 PM,Chandigarh,161,121,282,60389,7,0,275,57190
746,8/4/2020,5:00 PM,Chhattisgarh,178,21,199,60588,9,0,190,57380
747,8/4/2020,5:00 PM,Delhi,42,13,55,60643,21,9,25,57405
748,8/4/2020,5:00 PM,Goa,66,36,102,60745,0,0,102,57507
749,8/4/2020,5:00 PM,Gujarat,24,80,104,60849,25,13,66,57573
750,8/4/2020,5:00 PM,Haryana,149,131,280,61129,28,3,249,57822
751,8/4/2020,5:00 PM,Himachal Pradesh,122,72,194,61323,2,1,191,58013
752,8/4/2020,5:00 PM,Jammu and Kashmir,134,85,219,61542,4,2,213,58226
753,8/4/2020,5:00 PM,Jharkhand,104,31,135,61677,0,0,135,58361
754,8/4/2020,5:00 PM,Karnataka,160,137,297,61974,25,4,268,58629
755,8/4/2020,5:00 PM,Kerala,119,38,157,62131,70,2,85,58714
756,8/4/2020,5:00 PM,Ladakh,120,95,215,62346,10,0,205,58919
757,8/4/2020,5:00 PM,Madhya Pradesh,19,128,147,62493,0,13,134,59053
758,8/4/2020,5:00 PM,Maharashtra,162,101,263,62756,79,64,120,59173
759,8/4/2020,5:00 PM,Manipur,193,148,341,63097,0,0,341,59514
760,8/4/2020,5:00 PM,Mizoram,137,111,248,63345,0,0,248,59762
761,8/4/2020,5:00 PM,Odisha,22,80,102,63447,2,1,99,59861
762,8/4/2020,5:00 PM,Puducherry,167,90,257,63704,1,0,256,60117
763,8/4/2020,5:00 PM,Punjab,199,40,239,63943,4,7,228,60345
764,8/4/2020,5:00 PM,Rajasthan,111,69,180,64123,21,3,156,60501
765,8/4/2020,5:00 PM,Tamil Nadu,142,21,163,64286,19,7,137,60638
766,8/4/2020,5:00 PM,Telengana,97,129,226,64512,35,7,184,60822
767,8/4/2020,5:00 PM,Tripura,159,65,224,64736,0,0,224,61046
768,8/4/2020,5:00 PM,Uttarakhand,141,70,211,64947,5,0,206,61252
769,8/4/2020,5:00 PM,Uttar Pradesh,139,95,234,65181,26,3,205,61457
770,8/4/2020,5:00 PM,West Bengal,135,79,214,65395,13,5,196,61653
771,9/4/2020,5:00 PM,Andhra Pradesh,122,129,251,65646,6,4,241,61894
772,9/4/2020,5:00 PM,Andaman and Nicobar Islands,77,93,170,65816,0,0,170,62064
773,9/4/2020,5:00 PM,Arunachal Pradesh,129,112,241,66057,0,0,241,62305
774,9/4/2020,5:00 PM,Assam,154,22,176,66233,0,0,176,62481
775,9/4/2020,5:00 PM,Bihar,25,133,158,66391,0,1,157,62638
776,9/4/2020,5:00 PM,Chandigarh,55,97,152,66543,7,0,145,62783
777,9/4/2020,5:00 PM,Chhattisgarh,180,85,265,66808,9,0,256,63039
778,9/4/2020,5:00 PM,Delhi,60,47,107,66915,21,9,77,63116
779,9/4/2020,5:00 PM,Goa,191,31,222,67137,0,0,222,63338
780,9/4/2020,5:00 PM,Gujarat,147,56,203,67340,25,16,162,63500
781,9/4/2020,5:00 PM,Haryana,27,80,107,67447,29,3,75,63575
782,9/4/2020,5:00 PM,Himachal Pradesh,96,71,167,67614,2,1,164,63739
783,9/4/2020,5:00 PM,Jammu and Kashmir,96,58,154,67768,4,4,146,63885
784,9/4/2020,5:00 PM,Jharkhand,184,147,331,68099,0,0,331,64216
785,9/4/2020,5:00 PM,Karnataka,105,25,130,68229,28,5,97,64313
786,9/4/2020,5:00 PM,Kerala,132,16,148,68377,83,2,63,64376
787,9/4/2020,5:00 PM,Ladakh,76,130,206,68583,10,0,196,64572
788,9/4/2020,5:00 PM,Madhya Pradesh,194,40,234,68817,0,16,218,64790
789,9/4/2020,5:00 PM,Maharashtra,35,8,43,68860,117,72,-146,64644
790,9/4/2020,5:00 PM,Manipur,40,130,170,69030,1,0,169,64813
791,9/4/2020,5:00 PM,Mizoram,38,49,87,69117,0,0,87,64900
792,9/4/2020,5:00 PM,Odisha,22,44,66,69183,2,1,63,64963
793,9/4/2020,5:00 PM,Puducherry,160,12,172,69355,1,0,171,65134
794,9/4/2020,5:00 PM,Punjab,146,93,239,69594,4,8,227,65361
795,9/4/2020,5:00 PM,Rajasthan,126,64,190,69784,21,3,166,65527
796,9/4/2020,5:00 PM,Tamil Nadu,177,44,221,70005,21,8,192,65719
797,9/4/2020,5:00 PM,Telengana,41,14,55,70060,35,7,13,65732
798,9/4/2020,5:00 PM,Tripura,92,145,237,70297,0,0,237,65969
799,9/4/2020,5:00 PM,Uttarakhand,183,144,327,70624,5,0,322,66291
800,9/4/2020,5:00 PM,Uttar Pradesh,136,49,185,70809,31,4,150,66441
801,9/4/2020,5:00 PM,West Bengal,192,119,311,71120,16,5,290,66731
802,10/4/2020,5:00 PM,Andhra Pradesh,41,29,70,71190,7,6,57,66788
803,10/4/2020,5:00 PM,Andaman and Nicobar Islands,17,68,85,71275,0,0,85,66873
804,10/4/2020,5:00 PM,Arunachal Pradesh,19,138,157,71432,0,0,157,67030
805,10/4/2020,5:00 PM,Assam,139,11,150,71582,0,0,150,67180
806,10/4/2020,5:00 PM,Bihar,80,15,95,71677,0,1,94,67274
807,10/4/2020,5:00 PM,Chandigarh,178,68,246,71923,7,0,239,67513
808,10/4/2020,5:00 PM,Chhattisgarh,90,138,228,72151,9,0,219,67732
809,10/4/2020,5:00 PM,Delhi,59,13,72,72223,25,13,34,67766
810,10/4/2020,5:00 PM,Goa,108,28,136,72359,1,0,135,67901
811,10/4/2020,5:00 PM,Gujarat,29,70,99,72458,26,17,56,67957
812,10/4/2020,5:00 PM,Haryana,158,43,201,72659,29,3,169,68126
813,10/4/2020,5:00 PM,Himachal Pradesh,192,149,341,73000,6,1,334,68460
814,10/4/2020,5:00 PM,Jammu and Kashmir,107,127,234,73234,6,4,224,68684
815,10/4/2020,5:00 PM,Jharkhand,153,26,179,73413,0,1,178,68862
816,10/4/2020,5:00 PM,Karnataka,165,59,224,73637,30,6,188,69050
817,10/4/2020,5:00 PM,Kerala,63,73,136,73773,96,2,38,69088
818,10/4/2020,5:00 PM,Ladakh,141,8,149,73922,10,0,139,69227
819,10/4/2020,5:00 PM,Madhya Pradesh,85,53,138,74060,0,16,122,69349
820,10/4/2020,5:00 PM,Maharashtra,20,129,149,74209,125,97,-73,69276
821,10/4/2020,5:00 PM,Manipur,129,85,214,74423,1,0,213,69489
822,10/4/2020,5:00 PM,Mizoram,74,140,214,74637,0,0,214,69703
823,10/4/2020,5:00 PM,Odisha,110,70,180,74817,2,1,177,69880
824,10/4/2020,5:00 PM,Puducherry,104,33,137,74954,1,0,136,70016
825,10/4/2020,5:00 PM,Punjab,167,14,181,75135,5,11,165,70181
826,10/4/2020,5:00 PM,Rajasthan,15,59,74,75209,21,3,50,70231
827,10/4/2020,5:00 PM,Tamil Nadu,173,35,208,75417,21,8,179,70410
828,10/4/2020,5:00 PM,Telengana,26,141,167,75584,35,7,125,70535
829,10/4/2020,5:00 PM,Tripura,181,146,327,75911,0,0,327,70862
830,10/4/2020,5:00 PM,Uttarakhand,58,40,98,76009,5,0,93,70955
831,10/4/2020,5:00 PM,Uttar Pradesh,93,78,171,76180,32,4,135,71090
832,10/4/2020,5:00 PM,West Bengal,156,55,211,76391,16,5,190,71280
833,11/4/2020,5:00 PM,Andhra Pradesh,66,115,181,76572,11,6,164,71444
834,11/4/2020,5:00 PM,Andaman and Nicobar Islands,51,75,126,76698,0,0,126,71570
835,11/4/2020,5:00 PM,Arunachal Pradesh,129,82,211,76909,0,0,211,71781
836,11/4/2020,5:00 PM,Assam,127,66,193,77102,0,1,192,71973
837,11/4/2020,5:00 PM,Bihar,34,36,70,77172,0,1,69,72042
838,11/4/2020,5:00 PM,Chandigarh,154,93,247,77419,7,0,240,72282
839,11/4/2020,5:00 PM,Chhattisgarh,105,128,233,77652,9,0,224,72506
840,11/4/2020,5:00 PM,Delhi,136,109,245,77897,25,14,206,72712
841,11/4/2020,5:00 PM,Goa,23,19,42,77939,1,0,41,72753
842,11/4/2020,5:00 PM,Gujarat,183,52,235,78174,31,19,185,72938
843,11/4/2020,5:00 PM,Haryana,121,68,189,78363,29,3,157,73095
844,11/4/2020,5:00 PM,Himachal Pradesh,79,3,82,78445,6,1,75,73170
845,11/4/2020,5:00 PM,Jammu and Kashmir,161,22,183,78628,6,4,173,73343
846,11/4/2020,5:00 PM,Jharkhand,93,25,118,78746,0,1,117,73460
847,11/4/2020,5:00 PM,Karnataka,21,48,69,78815,37,6,26,73486
848,11/4/2020,5:00 PM,Kerala,30,92,122,78937,123,2,-3,73483
849,11/4/2020,5:00 PM,Ladakh,63,116,179,79116,10,0,169,73652
850,11/4/2020,5:00 PM,Madhya Pradesh,196,78,274,79390,0,33,241,73893
851,11/4/2020,5:00 PM,Maharashtra,37,20,57,79447,188,110,-241,73652
852,11/4/2020,5:00 PM,Manipur,167,139,306,79753,1,0,305,73957
853,11/4/2020,5:00 PM,Mizoram,110,128,238,79991,0,0,238,74195
854,11/4/2020,5:00 PM,Odisha,24,117,141,80132,2,1,138,74333
855,11/4/2020,5:00 PM,Puducherry,96,1,97,80229,1,0,96,74429
856,11/4/2020,5:00 PM,Punjab,107,11,118,80347,5,11,102,74531
857,11/4/2020,5:00 PM,Rajasthan,110,108,218,80565,21,3,194,74725
858,11/4/2020,5:00 PM,Tamil Nadu,157,49,206,80771,44,8,154,74879
859,11/4/2020,5:00 PM,Telengana,146,127,273,81044,43,9,221,75100
860,11/4/2020,5:00 PM,Tripura,23,117,140,81184,0,0,140,75240
861,11/4/2020,5:00 PM,Uttarakhand,131,86,217,81401,5,0,212,75452
862,11/4/2020,5:00 PM,Uttar Pradesh,128,146,274,81675,32,4,238,75690
863,11/4/2020,5:00 PM,West Bengal,160,143,303,81978,16,5,282,75972
864,12/4/2020,5:00 PM,Andhra Pradesh,16,13,29,82007,11,6,12,75984
865,12/4/2020,5:00 PM,Andaman and Nicobar Islands,35,89,124,82131,10,0,114,76098
866,12/4/2020,5:00 PM,Arunachal Pradesh,174,122,296,82427,0,0,296,76394
867,12/4/2020,5:00 PM,Assam,64,42,106,82533,0,1,105,76499
868,12/4/2020,5:00 PM,Bihar,55,49,104,82637,19,1,84,76583
869,12/4/2020,5:00 PM,Chandigarh,56,125,181,82818,7,0,174,76757
870,12/4/2020,5:00 PM,Chhattisgarh,188,91,279,83097,10,0,269,77026
871,12/4/2020,5:00 PM,Delhi,162,43,205,83302,25,19,161,77187
872,12/4/2020,5:00 PM,Goa,176,122,298,83600,5,0,293,77480
873,12/4/2020,5:00 PM,Gujarat,32,100,132,83732,44,22,66,77546
874,12/4/2020,5:00 PM,Haryana,17,119,136,83868,29,3,104,77650
875,12/4/2020,5:00 PM,Himachal Pradesh,82,76,158,84026,6,1,151,77801
876,12/4/2020,5:00 PM,Jammu and Kashmir,49,111,160,84186,6,4,150,77951
877,12/4/2020,5:00 PM,Jharkhand,118,37,155,84341,0,1,154,78105
878,12/4/2020,5:00 PM,Karnataka,81,19,100,84441,37,6,57,78162
879,12/4/2020,5:00 PM,Kerala,187,54,241,84682,142,2,97,78259
880,12/4/2020,5:00 PM,Ladakh,99,29,128,84810,10,0,118,78377
881,12/4/2020,5:00 PM,Madhya Pradesh,113,1,114,84924,0,36,78,78455
882,12/4/2020,5:00 PM,Maharashtra,42,92,134,85058,208,127,-201,78254
883,12/4/2020,5:00 PM,Manipur,146,148,294,85352,1,0,293,78547
884,12/4/2020,5:00 PM,Mizoram,77,43,120,85472,0,0,120,78667
885,12/4/2020,5:00 PM,Odisha,44,25,69,85541,12,1,56,78723
886,12/4/2020,5:00 PM,Puducherry,39,150,189,85730,1,0,188,78911
887,12/4/2020,5:00 PM,Punjab,173,17,190,85920,5,11,174,79085
888,12/4/2020,5:00 PM,Rajasthan,27,30,57,85977,21,3,33,79118
889,12/4/2020,5:00 PM,Tamil Nadu,60,68,128,86105,44,10,74,79192
890,12/4/2020,5:00 PM,Telengana,81,17,98,86203,43,9,46,79238
891,12/4/2020,5:00 PM,Tripura,25,14,39,86242,0,0,39,79277
892,12/4/2020,5:00 PM,Uttarakhand,95,58,153,86395,5,0,148,79425
893,12/4/2020,5:00 PM,Uttar Pradesh,37,146,183,86578,45,5,133,79558
894,12/4/2020,5:00 PM,West Bengal,90,131,221,86799,19,5,197,79755
895,13/04/2020,5:00 PM,Andhra Pradesh,29,149,178,86977,11,7,160,79915
896,13/04/2020,5:00 PM,Andaman and Nicobar Islands,53,133,186,87163,10,0,176,80091
897,13/04/2020,5:00 PM,Arunachal Pradesh,154,124,278,87441,0,0,278,80369
898,13/04/2020,5:00 PM,Assam,89,4,93,87534,0,1,92,80461
899,13/04/2020,5:00 PM,Bihar,159,45,204,87738,26,1,177,80638
900,13/04/2020,5:00 PM,Chandigarh,168,62,230,87968,7,0,223,80861
901,13/04/2020,5:00 PM,Chhattisgarh,93,70,163,88131,10,0,153,81014
902,13/04/2020,5:00 PM,Delhi,56,104,160,88291,27,24,109,81123
903,13/04/2020,5:00 PM,Goa,80,47,127,88418,5,0,122,81245
904,13/04/2020,5:00 PM,Gujarat,124,104,228,88646,47,26,155,81400
905,13/04/2020,5:00 PM,Haryana,46,25,71,88717,29,3,39,81439
906,13/04/2020,5:00 PM,Himachal Pradesh,45,98,143,88860,13,1,129,81568
907,13/04/2020,5:00 PM,Jammu and Kashmir,156,32,188,89048,6,4,178,81746
908,13/04/2020,5:00 PM,Jharkhand,99,108,207,89255,0,2,205,81951
909,13/04/2020,5:00 PM,Karnataka,89,27,116,89371,59,6,51,82002
910,13/04/2020,5:00 PM,Kerala,58,48,106,89477,179,3,-76,81926
911,13/04/2020,5:00 PM,Ladakh,121,98,219,89696,10,0,209,82135
912,13/04/2020,5:00 PM,Madhya Pradesh,17,114,131,89827,44,43,44,82179
913,13/04/2020,5:00 PM,Maharashtra,186,16,202,90029,100,30,72,82251
914,13/04/2020,5:00 PM,Manipur,135,67,202,90231,1,0,201,82452
915,13/04/2020,5:00 PM,Mizoram,198,143,341,90572,0,0,341,82793
916,13/04/2020,5:00 PM,Nagaland,40,148,188,90760,0,0,188,82981
917,13/04/2020,5:00 PM,Odisha,138,31,169,90929,12,1,156,83137
918,13/04/2020,5:00 PM,Puducherry,134,27,161,91090,1,0,160,83297
919,13/04/2020,5:00 PM,Punjab,166,6,172,91262,14,11,147,83444
920,13/04/2020,5:00 PM,Rajasthan,125,68,193,91455,21,3,169,83613
921,13/04/2020,5:00 PM,Tamil Nadu,128,117,245,91700,50,11,184,83797
922,13/04/2020,5:00 PM,Telengana,84,9,93,91793,100,16,-23,83774
923,13/04/2020,5:00 PM,Tripura,151,73,224,92017,0,0,224,83998
924,13/04/2020,5:00 PM,Uttarakhand,30,21,51,92068,5,0,46,84044
925,13/04/2020,5:00 PM,Uttar Pradesh,22,38,60,92128,47,5,8,84052
926,13/04/2020,5:00 PM,West Bengal,102,4,106,92234,29,7,70,84122
927,14/04/2020,5:00 PM,Andhra Pradesh,200,10,210,92444,14,9,187,84309
928,14/04/2020,5:00 PM,Andaman and Nicobar Islands,160,122,282,92726,10,0,272,84581
929,14/04/2020,5:00 PM,Arunachal Pradesh,180,128,308,93034,0,0,308,84889
930,14/04/2020,5:00 PM,Assam,117,86,203,93237,0,1,202,85091
931,14/04/2020,5:00 PM,Bihar,200,121,321,93558,26,1,294,85385
932,14/04/2020,5:00 PM,Chandigarh,113,16,129,93687,7,0,122,85507
933,14/04/2020,5:00 PM,Chhattisgarh,25,30,55,93742,10,0,45,85552
934,14/04/2020,5:00 PM,Delhi,173,26,199,93941,30,28,141,85693
935,14/04/2020,5:00 PM,Goa,133,21,154,94095,5,0,149,85842
936,14/04/2020,5:00 PM,Gujarat,136,149,285,94380,55,26,204,86046
937,14/04/2020,5:00 PM,Haryana,179,125,304,94684,34,3,267,86313
938,14/04/2020,5:00 PM,Himachal Pradesh,95,2,97,94781,13,1,83,86396
939,14/04/2020,5:00 PM,Jammu and Kashmir,194,29,223,95004,16,4,203,86599
940,14/04/2020,5:00 PM,Jharkhand,40,55,95,95099,0,2,93,86692
941,14/04/2020,5:00 PM,Karnataka,95,10,105,95204,65,9,31,86723
942,14/04/2020,5:00 PM,Kerala,50,123,173,95377,198,3,-28,86695
943,14/04/2020,5:00 PM,Ladakh,152,110,262,95639,10,0,252,86947
944,14/04/2020,5:00 PM,Madhya Pradesh,103,47,150,95789,51,50,49,86996
945,14/04/2020,5:00 PM,Maharashtra,176,45,221,96010,229,160,-168,86828
946,14/04/2020,5:00 PM,Manipur,159,70,229,96239,1,0,228,87056
947,14/04/2020,5:00 PM,Meghalaya,72,39,111,96350,0,0,111,87167
948,14/04/2020,5:00 PM,Mizoram,22,88,110,96460,0,0,110,87277
949,14/04/2020,5:00 PM,Nagaland,82,122,204,96664,0,0,204,87481
950,14/04/2020,5:00 PM,Odisha,77,121,198,96862,18,1,179,87660
951,14/04/2020,5:00 PM,Puducherry,176,31,207,97069,1,0,206,87866
952,14/04/2020,5:00 PM,Punjab,18,76,94,97163,14,12,68,87934
953,14/04/2020,5:00 PM,Rajasthan,129,2,131,97294,64,3,64,87998
954,14/04/2020,5:00 PM,Tamil Nadu,78,130,208,97502,23,11,174,88172
955,14/04/2020,5:00 PM,Telengana,83,3,86,97588,100,17,-31,88141
956,14/04/2020,5:00 PM,Tripura,53,2,55,97643,0,0,55,88196
957,14/04/2020,5:00 PM,Uttarakhand,158,40,198,97841,7,0,191,88387
958,14/04/2020,5:00 PM,Uttar Pradesh,118,87,205,98046,49,5,151,88538
959,14/04/2020,5:00 PM,West Bengal,89,27,116,98162,36,7,73,88611
960,15/04/2020,5:00 PM,Andaman and Nicobar Islands,43,7,50,98212,10,0,40,88651
961,15/04/2020,5:00 PM,Andhra Pradesh,44,39,83,98295,16,9,58,88709
962,15/04/2020,5:00 PM,Arunachal Pradesh,21,12,33,98328,0,0,33,88742
963,15/04/2020,5:00 PM,Assam,69,119,188,98516,0,1,187,88929
964,15/04/2020,5:00 PM,Bihar,32,143,175,98691,29,1,145,89074
965,15/04/2020,5:00 PM,Chandigarh,38,60,98,98789,7,0,91,89165
966,15/04/2020,5:00 PM,Chhattisgarh,176,53,229,99018,13,0,216,89381
967,15/04/2020,5:00 PM,Delhi,122,102,224,99242,30,30,164,89545
968,15/04/2020,5:00 PM,Goa,157,114,271,99513,5,0,266,89811
969,15/04/2020,5:00 PM,Gujarat,37,34,71,99584,59,30,-18,89793
970,15/04/2020,5:00 PM,Haryana,35,123,158,99742,34,3,121,89914
971,15/04/2020,5:00 PM,Himachal Pradesh,113,42,155,99897,13,1,141,90055
972,15/04/2020,5:00 PM,Jammu and Kashmir,77,95,172,100069,30,4,138,90193
973,15/04/2020,5:00 PM,Jharkhand,96,5,101,100170,0,2,99,90292
974,15/04/2020,5:00 PM,Karnataka,64,120,184,100354,75,11,98,90390
975,15/04/2020,5:00 PM,Kerala,171,67,238,100592,211,3,24,90414
976,15/04/2020,5:00 PM,Ladakh,95,78,173,100765,10,0,163,90577
977,15/04/2020,5:00 PM,Madhya Pradesh,166,28,194,100959,64,53,77,90654
978,15/04/2020,5:00 PM,Maharashtra,194,91,285,101244,259,178,-152,90502
979,15/04/2020,5:00 PM,Manipur,37,117,154,101398,1,0,153,90655
980,15/04/2020,5:00 PM,Meghalaya,56,55,111,101509,0,1,110,90765
981,15/04/2020,5:00 PM,Mizoram,141,65,206,101715,0,0,206,90971
982,15/04/2020,5:00 PM,Nagaland#,52,77,129,101844,0,0,129,91100
983,15/04/2020,5:00 PM,Odisha,90,115,205,102049,18,1,186,91286
984,15/04/2020,5:00 PM,Puducherry,164,112,276,102325,1,0,275,91561
985,15/04/2020,5:00 PM,Punjab,151,38,189,102514,14,13,162,91723
986,15/04/2020,5:00 PM,Rajasthan,112,117,229,102743,147,3,79,91802
987,15/04/2020,5:00 PM,Tamil Nadu,25,140,165,102908,81,12,72,91874
988,15/04/2020,5:00 PM,Telengana,35,16,51,102959,120,18,-87,91787
989,15/04/2020,5:00 PM,Tripura,54,45,99,103058,0,0,99,91886
990,15/04/2020,5:00 PM,Uttarakhand,31,44,75,103133,9,0,66,91952
991,15/04/2020,5:00 PM,Uttar Pradesh,75,6,81,103214,51,11,19,91971
992,15/04/2020,5:00 PM,West Bengal,91,109,200,103414,37,7,156,92127
993,16/04/2020,5:00 PM,Andaman and Nicobar Islands,17,53,70,103484,10,0,60,92187
994,16/04/2020,5:00 PM,Andhra Pradesh,25,137,162,103646,20,14,128,92315
995,16/04/2020,5:00 PM,Arunachal Pradesh,141,130,271,103917,0,0,271,92586
996,16/04/2020,5:00 PM,Assam,160,92,252,104169,5,1,246,92832
997,16/04/2020,5:00 PM,Bihar,89,146,235,104404,29,1,205,93037
998,16/04/2020,5:00 PM,Chandigarh,145,86,231,104635,7,0,224,93261
999,16/04/2020,5:00 PM,Chhattisgarh,169,131,300,104935,17,0,283,93544
1000,16/04/2020,5:00 PM,Delhi,62,54,116,105051,42,32,42,93586
1001,16/04/2020,5:00 PM,Goa,157,86,243,105294,5,0,238,93824
1002,16/04/2020,5:00 PM,Gujarat,181,4,185,105479,64,36,85,93909
1003,16/04/2020,5:00 PM,Haryana,33,38,71,105550,43,3,25,93934
1004,16/04/2020,5:00 PM,Himachal Pradesh,48,73,121,105671,16,1,104,94038
1005,16/04/2020,5:00 PM,Jammu and Kashmir,47,48,95,105766,36,4,55,94093
1006,16/04/2020,5:00 PM,Jharkhand,159,81,240,106006,0,2,238,94331
1007,16/04/2020,5:00 PM,Karnataka,25,119,144,106150,82,13,49,94380
1008,16/04/2020,5:00 PM,Kerala,39,54,93,106243,218,3,-128,94252
1009,16/04/2020,5:00 PM,Ladakh,22,139,161,106404,10,0,151,94403
1010,16/04/2020,5:00 PM,Madhya Pradesh,190,89,279,106683,64,53,162,94565
1011,16/04/2020,5:00 PM,Maharashtra,118,71,189,106872,295,187,-293,94272
1012,16/04/2020,5:00 PM,Manipur,18,103,121,106993,1,0,120,94392
1013,16/04/2020,5:00 PM,Meghalaya,182,128,310,107303,0,1,309,94701
1014,16/04/2020,5:00 PM,Mizoram,192,35,227,107530,0,0,227,94928
1015,16/04/2020,5:00 PM,Nagaland#,161,103,264,107794,0,0,264,95192
1016,16/04/2020,5:00 PM,Odisha,177,32,209,108003,18,1,190,95382
1017,16/04/2020,5:00 PM,Puducherry,67,27,94,108097,1,0,93,95475
1018,16/04/2020,5:00 PM,Punjab,175,53,228,108325,27,13,188,95663
1019,16/04/2020,5:00 PM,Rajasthan,63,142,205,108530,147,3,55,95718
1020,16/04/2020,5:00 PM,Tamil Nadu,153,125,278,108808,118,14,146,95864
1021,16/04/2020,5:00 PM,Telengana,180,109,289,109097,120,18,151,96015
1022,16/04/2020,5:00 PM,Tripura,41,16,57,109154,1,0,56,96071
1023,16/04/2020,5:00 PM,Uttarakhand,131,25,156,109310,9,0,147,96218
1024,16/04/2020,5:00 PM,Uttar Pradesh,95,117,212,109522,68,13,131,96349
1025,16/04/2020,5:00 PM,West Bengal,196,83,279,109801,42,7,230,96579
